,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
2558,BYU,2023-11-24,2024-08-19,269,Friday,207614,GBP,45946,500001,88529,0.09189181621636756,1.9268053802289644,0.17705764588470824,25-30,M,harrisonbarry,shanearnold@example.net,Charles Lopez,M,51
2559,BYU,2023-02-21,2023-06-10,109,Tuesday,832856,GBP,5570,500004,472952,0.011139910880712955,84.91059245960503,0.9458964328285374,40-60,F,harrisonbarry,shanearnold@example.net,Charles Lopez,M,51
2560,KTR,2022-11-09,2024-01-31,448,Wednesday,694164,USD,36242,500001,479632,0.07248385503228993,13.234148225815352,0.959262081475837,45-65,F,robert77,johnsongary@example.com,Michelle Woodard,F,77
2561,AKX,2022-10-28,2024-09-29,702,Friday,98471,USD,86250,499998,13740,0.17250069000276,0.15930434782608696,0.027480109920439682,20-30,F,robert77,johnsongary@example.com,Michelle Woodard,F,77
2562,KTR,2023-05-23,2025-02-01,620,Tuesday,654444,EUR,29143,500002,528465,0.05828576685693257,18.133514051401708,1.0569257722969108,45-50,B,robert77,johnsongary@example.com,Michelle Woodard,F,77
2563,AKX,2024-02-17,2025-08-12,542,Saturday,952447,GBP,28119,499999,268445,0.056238112476224955,9.546747750631246,0.5368910737821475,45-70,B,robert77,johnsongary@example.com,Michelle Woodard,F,77
2564,AKX,2022-11-18,2023-12-19,396,Friday,356545,GBP,32965,499995,167025,0.06593065930659306,5.066737448809343,0.33405334053340535,45-60,B,robert77,johnsongary@example.com,Michelle Woodard,F,77
2565,KTR,2022-06-21,2023-04-02,285,Tuesday,749495,GBP,20071,500000,311009,0.040142,15.495441183797519,0.622018,45-50,B,brianna01,bensonchristopher@example.net,Kevin Stewart,M,70
2566,AKX,2024-04-02,2025-02-14,318,Tuesday,492573,USD,52172,499998,135611,0.10434441737766952,2.599306141225178,0.2712230848923396,45-60,B,brianna01,bensonchristopher@example.net,Kevin Stewart,M,70
2567,BYU,2023-07-10,2025-05-03,663,Monday,843470,GBP,19904,499996,478685,0.03980831846654773,24.049688504823152,0.9573776590212721,25-40,M,brianna01,bensonchristopher@example.net,Kevin Stewart,M,70
2568,AKX,2022-05-11,2023-05-29,383,Wednesday,879786,GBP,30043,500001,459522,0.060085879828240346,15.295476483706688,0.9190421619156761,40-45,B,philip44,david42@example.net,Sarah Schultz,F,85
2569,BYU,2023-01-23,2023-02-15,23,Monday,185294,GBP,31998,499998,32906,0.06399625598502394,1.0283767735483467,0.065812263249053,40-55,B,philip44,david42@example.net,Sarah Schultz,F,85
2570,BYU,2023-10-20,2025-09-24,705,Friday,83263,USD,55853,500001,58769,0.11170577658844683,1.0522084758204573,0.11753776492447016,40-55,F,philip44,david42@example.net,Sarah Schultz,F,85
2571,BYU,2023-01-08,2023-03-28,79,Sunday,22174,EUR,49722,500001,19023,0.09944380111239777,0.3825871847471944,0.03804592390815218,25-35,F,philip44,david42@example.net,Sarah Schultz,F,85
2572,KTR,2023-09-29,2023-12-26,88,Friday,637476,USD,12931,499999,564232,0.025862051724103448,43.63405769082051,1.128466256932514,45-55,M,philip44,david42@example.net,Sarah Schultz,F,85
2573,GRZ,2024-02-24,2024-12-18,298,Saturday,278595,USD,72838,499996,4102,0.14567716541732334,0.05631675773634641,0.00820406563252506,40-45,M,philip44,david42@example.net,Sarah Schultz,F,85
2574,BYU,2022-09-15,2024-06-22,646,Thursday,797853,USD,19880,499998,537852,0.039760159040636164,27.05492957746479,1.0757083028332113,30-55,B,philip44,david42@example.net,Sarah Schultz,F,85
2575,BYU,2023-01-14,2023-06-13,150,Saturday,842638,EUR,29907,500003,796372,0.05981364111815329,26.628281004447118,1.5927344435933384,25-35,B,smartin,theresaevans@example.org,Vanessa Jackson,F,31
2576,BYU,2022-08-30,2024-06-03,643,Tuesday,60174,EUR,55404,500000,25353,0.110808,0.45760233918128657,0.050706,45-50,F,smartin,theresaevans@example.org,Vanessa Jackson,F,31
2577,AKX,2023-03-05,2023-11-22,262,Sunday,655495,GBP,33432,500000,182498,0.066864,5.458782005264418,0.364996,20-45,B,smartin,theresaevans@example.org,Vanessa Jackson,F,31
2578,BYU,2022-07-03,2022-11-14,134,Sunday,125028,GBP,60054,499999,73519,0.12010824021648044,1.224214873280714,0.14703829407658817,20-25,F,smartin,theresaevans@example.org,Vanessa Jackson,F,31
2579,AKX,2022-11-03,2023-01-17,75,Thursday,119589,GBP,70071,499998,88101,0.14014256057024227,1.257310442265702,0.17620270481081923,45-55,B,smartin,theresaevans@example.org,Vanessa Jackson,F,31
2580,KTR,2024-03-06,2024-07-11,127,Wednesday,374129,USD,49136,499999,115551,0.09827219654439309,2.351656626506024,0.23110246220492442,45-50,M,smartin,theresaevans@example.org,Vanessa Jackson,F,31
2581,KTR,2023-08-09,2024-09-12,400,Wednesday,406667,GBP,45970,499998,50707,0.09194036776147105,1.103045464433326,0.10141440565762264,35-45,B,smartin,theresaevans@example.org,Vanessa Jackson,F,31
2582,GRZ,2023-06-01,2024-07-14,409,Thursday,666330,GBP,20008,500001,615872,0.04001591996816006,30.781287485005997,1.2317415365169269,45-50,B,smartin,theresaevans@example.org,Vanessa Jackson,F,31
2583,AKX,2024-03-24,2024-08-28,157,Sunday,650904,EUR,50472,500001,526137,0.10094379811240378,10.424334284355682,1.0522718954562091,20-30,M,kathryn07,ccampbell@example.com,Tammy King,F,76
2584,GRZ,2024-03-30,2025-10-15,564,Saturday,587924,EUR,18174,500001,170712,0.03634792730414539,9.393199075602508,0.3414233171533657,25-40,F,kathryn07,ccampbell@example.com,Tammy King,F,76
2585,KTR,2024-03-17,2025-03-04,352,Sunday,975093,EUR,38678,500001,471613,0.07735584528830942,12.193314028646776,0.9432241135517729,45-70,F,kterry,nwood@example.net,Lorraine Taylor,F,77
2586,KTR,2022-10-13,2023-07-20,280,Thursday,120236,GBP,42997,499998,37696,0.0859943439773759,0.8767123287671232,0.07539230156920627,20-40,F,kterry,nwood@example.net,Lorraine Taylor,F,77
2587,AKX,2022-10-12,2023-05-06,206,Wednesday,457662,GBP,36086,499999,224176,0.07217214434428869,6.2122706866929,0.4483528967057934,40-65,M,kterry,nwood@example.net,Lorraine Taylor,F,77
2588,AKX,2022-06-09,2022-10-20,133,Thursday,218903,GBP,17609,499998,78004,0.03521814087256349,4.429780226020785,0.15600862403449614,40-50,B,amanda01,jennifer42@example.net,Melanie Burnett,F,87
2589,BYU,2023-01-27,2023-02-13,17,Friday,281653,EUR,41480,500001,141313,0.08295983408033183,3.406774349083896,0.2826254347491305,35-45,M,amanda01,jennifer42@example.net,Melanie Burnett,F,87
2590,GRZ,2024-04-26,2026-04-17,721,Friday,60510,GBP,35737,499999,17040,0.0714741429482859,0.4768167445504659,0.03408006816013632,25-30,M,royjacob,lukehanson@example.net,Benjamin Blackwell,M,78
2591,GRZ,2022-07-17,2023-04-28,285,Sunday,771093,USD,34940,499999,367600,0.06988013976027951,10.520892959358902,0.7352014704029408,35-55,M,royjacob,lukehanson@example.net,Benjamin Blackwell,M,78
2592,AKX,2023-10-11,2025-04-07,544,Wednesday,76144,EUR,19104,499998,9102,0.03820815283261133,0.4764447236180904,0.018204072816291265,20-40,B,royjacob,lukehanson@example.net,Benjamin Blackwell,M,78
2593,GRZ,2022-05-24,2023-05-31,372,Tuesday,579754,USD,49596,500000,414773,0.099192,8.363033309137833,0.829546,30-55,F,royjacob,lukehanson@example.net,Benjamin Blackwell,M,78
2594,BYU,2022-12-09,2024-08-15,615,Friday,62262,EUR,34389,500001,10412,0.06877786244427511,0.3027712349879322,0.020823958352083297,45-65,M,royjacob,lukehanson@example.net,Benjamin Blackwell,M,78
2595,BYU,2023-11-28,2025-11-26,729,Tuesday,784783,EUR,45121,500000,147551,0.090242,3.270118126814565,0.295102,20-30,B,fullercharles,patty47@example.org,Michael Collins,M,76
2596,GRZ,2023-02-08,2024-03-30,416,Wednesday,403094,EUR,43147,500000,178829,0.086294,4.1446450506408326,0.357658,25-30,B,fullercharles,patty47@example.org,Michael Collins,M,76
2597,BYU,2022-10-20,2023-06-11,234,Thursday,124798,USD,6810,499999,23654,0.01362002724005448,3.4734214390602056,0.047308094616189234,40-50,B,fullercharles,patty47@example.org,Michael Collins,M,76
2598,GRZ,2024-03-16,2025-06-27,468,Saturday,837346,USD,20187,500000,362801,0.040374,17.972011690692028,0.725602,45-65,F,fullercharles,patty47@example.org,Michael Collins,M,76
2599,AKX,2023-05-25,2024-08-17,450,Thursday,931014,GBP,44379,500002,565310,0.08875764496942012,12.738232046688749,1.1306154775380899,35-60,F,fullercharles,patty47@example.org,Michael Collins,M,76
2600,GRZ,2023-02-07,2023-10-01,236,Tuesday,286588,GBP,14901,499997,171792,0.02980217881307288,11.528890678477955,0.3435860615163691,30-55,F,fullercharles,patty47@example.org,Michael Collins,M,76
2601,KTR,2023-03-15,2024-12-29,655,Wednesday,27101,GBP,16636,500000,12450,0.033272,0.7483770137052176,0.0249,20-40,B,cameronwilliams,aschroeder@example.com,James Bowman,M,83
2602,GRZ,2022-12-24,2023-08-08,227,Saturday,931948,USD,39631,500002,361598,0.07926168295326819,9.124120007065176,0.7231931072275711,30-50,M,cameronwilliams,aschroeder@example.com,James Bowman,M,83
2603,KTR,2024-04-04,2025-07-11,463,Thursday,756844,EUR,22227,500002,654931,0.044453822184711264,29.465559904620505,1.3098567605729576,45-70,M,maryyoung,johnking@example.net,Chelsea Prince,F,29
2604,AKX,2023-06-14,2023-09-28,106,Wednesday,247420,EUR,6272,499999,602,0.012544025088050177,0.09598214285714286,0.001204002408004816,35-45,F,maryyoung,johnking@example.net,Chelsea Prince,F,29
2605,KTR,2022-09-30,2023-03-11,162,Friday,769150,USD,8140,500003,670485,0.016279902320586077,82.36916461916462,1.3409619542282747,45-50,B,maryyoung,johnking@example.net,Chelsea Prince,F,29
2606,BYU,2023-09-24,2024-10-24,396,Sunday,89939,USD,72269,500004,34903,0.14453684370525036,0.4829594985401763,0.06980544155646755,40-60,F,jessica13,hlang@example.com,Victoria Roy,F,86
2607,BYU,2023-07-24,2025-01-02,528,Monday,706935,GBP,43452,499997,657732,0.08690452142712857,15.136978735156035,1.315471892831357,35-40,B,jessica13,hlang@example.com,Victoria Roy,F,86
2608,AKX,2022-11-04,2024-01-14,436,Friday,893674,GBP,14013,499998,9832,0.028026112104448418,0.7016341968172412,0.019664078656314626,35-45,F,jessica13,hlang@example.com,Victoria Roy,F,86
2609,KTR,2022-07-24,2022-10-24,92,Sunday,763108,EUR,43988,500000,251763,0.087976,5.72344730381013,0.503526,30-50,F,jessica13,hlang@example.com,Victoria Roy,F,86
2610,KTR,2023-07-03,2023-09-29,88,Monday,59876,GBP,44772,499996,52548,0.08954471635773086,1.1736799785580274,0.1050968407747262,30-40,B,jessica13,hlang@example.com,Victoria Roy,F,86
2611,KTR,2024-03-14,2025-03-05,356,Thursday,936478,EUR,11554,500000,221045,0.023108,19.131469620910508,0.44209,25-30,F,jessica13,hlang@example.com,Victoria Roy,F,86
2612,KTR,2023-02-27,2024-07-12,501,Monday,192182,USD,52715,499997,152219,0.10543063258379551,2.8875841790761645,0.30443982663895985,45-50,B,jessica13,hlang@example.com,Victoria Roy,F,86
2613,KTR,2022-08-31,2022-12-18,109,Wednesday,908196,GBP,84544,500002,770432,0.1690873236507054,9.112793338380015,1.5408578365686538,40-45,B,jessica13,hlang@example.com,Victoria Roy,F,86
2614,BYU,2022-05-17,2024-04-13,697,Tuesday,171909,EUR,26318,499999,1775,0.05263610527221054,0.06744433467588723,0.0035500071000142,35-60,B,vburnett,burtonjohnny@example.org,Debbie Rodriguez,F,84
2615,KTR,2023-05-03,2023-05-04,1,Wednesday,555997,USD,49015,499999,116954,0.09803019606039212,2.386085892073855,0.23390846781693564,20-40,M,vburnett,burtonjohnny@example.org,Debbie Rodriguez,F,84
2616,KTR,2023-02-19,2023-03-03,12,Sunday,882353,GBP,24502,500003,619723,0.049003705977764135,25.292751612113296,1.2394385633686198,30-55,B,vburnett,burtonjohnny@example.org,Debbie Rodriguez,F,84
2617,AKX,2024-04-17,2025-01-05,263,Wednesday,701984,GBP,75844,499999,248789,0.15168830337660674,3.280272664943832,0.4975789951579903,35-60,F,vburnett,burtonjohnny@example.org,Debbie Rodriguez,F,84
2618,AKX,2024-03-03,2024-08-04,154,Sunday,74426,EUR,4308,499997,52323,0.008616051696310177,12.145543175487465,0.10464662787976728,35-60,M,vburnett,burtonjohnny@example.org,Debbie Rodriguez,F,84
2619,GRZ,2024-04-05,2025-02-17,318,Friday,694664,GBP,18834,500000,173059,0.037668,9.18864818944462,0.346118,25-50,F,vburnett,burtonjohnny@example.org,Debbie Rodriguez,F,84
2620,KTR,2022-12-08,2023-08-16,251,Thursday,797701,GBP,13015,500001,38666,0.02602994794010412,2.97087975412985,0.07733184533630932,40-60,M,vburnett,burtonjohnny@example.org,Debbie Rodriguez,F,84
2621,KTR,2023-10-05,2024-03-30,177,Thursday,745557,USD,69984,499999,369437,0.1399682799365599,5.278878029263832,0.7388754777509555,40-50,F,nnguyen,alexa50@example.org,Amy Roberts,F,43
2622,GRZ,2024-01-13,2024-12-03,325,Saturday,241823,GBP,57968,500001,1576,0.11593576812846375,0.027187413745514765,0.003151993696012608,35-45,B,nnguyen,alexa50@example.org,Amy Roberts,F,43
2623,BYU,2023-08-26,2024-12-28,490,Saturday,406630,USD,40571,499999,403369,0.08114216228432457,9.942298686253729,0.806739613479227,45-70,B,nnguyen,alexa50@example.org,Amy Roberts,F,43
2624,KTR,2023-02-02,2023-10-15,255,Thursday,908106,GBP,51183,499998,48948,0.10236640946563787,0.9563331574936991,0.09789639158556634,35-45,F,pmartinez,gutierrezbeth@example.com,Derrick Lane,M,56
2625,KTR,2023-06-30,2025-06-17,718,Friday,744961,EUR,11657,499997,183605,0.02331413988483931,15.750621943896371,0.36721220327321963,25-30,B,pmartinez,gutierrezbeth@example.com,Derrick Lane,M,56
2626,KTR,2023-08-08,2024-02-23,199,Tuesday,251971,EUR,21642,500002,147577,0.043283826864692544,6.819009333702985,0.29515281938872245,25-40,M,pmartinez,gutierrezbeth@example.com,Derrick Lane,M,56
2627,GRZ,2022-09-12,2023-11-21,435,Monday,399195,USD,92568,499999,223111,0.18513637027274055,2.410238959467635,0.4462228924457849,20-30,B,pmartinez,gutierrezbeth@example.com,Derrick Lane,M,56
2628,BYU,2023-11-30,2025-11-02,703,Thursday,740771,EUR,63036,499997,1520,0.12607275643653862,0.024113205152611207,0.003040018240109441,40-50,B,pmartinez,gutierrezbeth@example.com,Derrick Lane,M,56
2629,KTR,2022-07-31,2022-08-27,27,Sunday,959599,GBP,66761,499999,627331,0.1335222670445341,9.396668713770016,1.2546645093290187,25-50,B,danielcarlson,tyler71@example.org,Brooke Kline,F,49
2630,AKX,2024-03-12,2024-11-27,260,Tuesday,860488,USD,93114,500000,735717,0.186228,7.9012500805464265,1.471434,35-60,B,danielcarlson,tyler71@example.org,Brooke Kline,F,49
2631,KTR,2023-11-24,2024-03-07,104,Friday,925353,GBP,79590,500002,282944,0.15917936328254687,3.555019474808393,0.5658857364570542,40-60,M,danielcarlson,tyler71@example.org,Brooke Kline,F,49
2632,KTR,2024-03-28,2024-10-08,194,Thursday,51126,EUR,46885,499999,16250,0.09377018754037508,0.3465927268849312,0.03250006500013,40-65,B,mark51,ibarr@example.net,James Martin,M,60
2633,KTR,2023-09-10,2024-08-14,339,Sunday,811079,GBP,6357,500001,395819,0.012713974572050856,62.26506213622778,0.7916364167271666,45-70,M,mark51,ibarr@example.net,James Martin,M,60
2634,BYU,2022-06-02,2023-06-15,378,Thursday,714822,EUR,38088,500004,33869,0.07617539059687523,0.8892302037387103,0.0677374581003352,40-60,M,mark51,ibarr@example.net,James Martin,M,60
2635,BYU,2022-06-24,2023-03-12,261,Friday,256254,USD,59197,499999,21801,0.11839423678847358,0.36827879791205637,0.04360208720417441,40-65,F,mark51,ibarr@example.net,James Martin,M,60
2636,BYU,2023-08-15,2025-04-09,603,Tuesday,166490,EUR,80384,500004,44588,0.16076671386628907,0.5546875,0.08917528659770722,20-30,F,mark51,ibarr@example.net,James Martin,M,60
2637,AKX,2024-01-05,2025-01-02,363,Friday,837903,GBP,31141,499999,359059,0.06228212456424913,11.530105006261842,0.7181194362388725,35-40,B,mark51,ibarr@example.net,James Martin,M,60
2638,AKX,2024-02-08,2025-02-21,379,Thursday,642914,USD,71115,499996,378020,0.1422311378491028,5.315615552274485,0.756046048368387,20-45,M,mark51,ibarr@example.net,James Martin,M,60
2639,AKX,2022-09-08,2023-12-11,459,Thursday,897856,GBP,14941,499998,35529,0.029882119528478114,2.3779532829127903,0.07105828423313693,35-55,M,fergusonkevin,vargastiffany@example.net,Lindsay Marquez,F,79
2640,GRZ,2022-07-09,2023-10-20,468,Saturday,91195,EUR,19321,500002,86752,0.03864184543261827,4.490036747580353,0.17350330598677605,25-40,F,fergusonkevin,vargastiffany@example.net,Lindsay Marquez,F,79
2641,BYU,2023-11-17,2024-10-26,344,Friday,859745,EUR,33313,500002,324929,0.066625733497066,9.75381983009636,0.6498554005783976,45-50,M,fergusonkevin,vargastiffany@example.net,Lindsay Marquez,F,79
2642,GRZ,2022-12-14,2024-10-05,661,Wednesday,491499,EUR,19073,500002,481147,0.03814584741661033,25.226603051433965,0.9622901508393966,30-55,M,taylor96,richard40@example.org,Loretta Long,F,58
2643,BYU,2023-05-22,2023-07-27,66,Monday,143754,EUR,4679,499997,20136,0.00935805614833689,4.303483650352639,0.0402722416334498,25-50,B,taylor96,richard40@example.org,Loretta Long,F,58
2644,AKX,2022-06-22,2023-09-01,436,Wednesday,828106,EUR,47438,500003,771348,0.09487543074741552,16.260129010497913,1.5426867438795366,20-30,B,taylor96,richard40@example.org,Loretta Long,F,58
2645,AKX,2022-09-24,2024-08-19,695,Saturday,211589,GBP,33426,500001,177269,0.06685186629626741,5.303326751630467,0.35453729092541814,30-35,M,taylor96,richard40@example.org,Loretta Long,F,58
2646,KTR,2023-12-29,2024-05-05,128,Friday,365134,EUR,88895,499994,316137,0.17779213350560208,3.5562967545981214,0.6322815873790486,30-45,F,taylor96,richard40@example.org,Loretta Long,F,58
2647,KTR,2022-07-17,2022-12-26,162,Sunday,497901,GBP,25884,500001,26713,0.05176789646420707,1.032027507340442,0.0534258931482137,35-55,B,taylor96,richard40@example.org,Loretta Long,F,58
2648,BYU,2023-03-24,2024-06-12,446,Friday,961915,GBP,65665,499999,376857,0.13133026266052533,5.739084748343867,0.7537155074310149,30-55,B,taylor96,richard40@example.org,Loretta Long,F,58
2649,KTR,2022-05-08,2024-01-30,632,Sunday,206828,GBP,22170,500002,65317,0.04433982264070944,2.946188543076229,0.13063347746609014,20-30,F,taylor96,richard40@example.org,Loretta Long,F,58
2650,AKX,2023-05-10,2024-10-06,515,Wednesday,667851,GBP,20839,500002,22733,0.041677833288666845,1.0908872786602044,0.045465818136727454,20-30,M,hebertholly,mjones@example.org,Judith Young,F,34
2651,BYU,2022-11-10,2024-10-07,697,Thursday,685381,EUR,90144,500000,515050,0.180288,5.713635960241391,1.0301,20-25,F,hebertholly,mjones@example.org,Judith Young,F,34
2652,GRZ,2023-05-02,2024-03-16,319,Tuesday,618443,USD,44081,500001,289256,0.08816182367635264,6.561920101631088,0.578510842978314,35-50,B,hebertholly,mjones@example.org,Judith Young,F,34
2653,GRZ,2024-04-13,2024-04-24,11,Saturday,493050,EUR,37897,500001,120778,0.07579384841230317,3.1870068870886876,0.24155551688896623,30-35,M,hebertholly,mjones@example.org,Judith Young,F,34
2654,AKX,2023-07-30,2023-09-25,57,Sunday,273577,EUR,85096,500002,195922,0.17019131923472305,2.3023643884553917,0.39184243263026947,20-30,B,hebertholly,mjones@example.org,Judith Young,F,34
2655,KTR,2022-09-10,2023-04-21,223,Saturday,117477,GBP,30842,499998,424,0.06168424673698695,0.013747487192789053,0.000848003392013568,45-55,M,hebertholly,mjones@example.org,Judith Young,F,34
2656,AKX,2023-10-20,2024-09-08,324,Friday,390204,USD,79299,499999,214024,0.1585983171966344,2.698949545391493,0.4280488560977122,35-45,F,hebertholly,mjones@example.org,Judith Young,F,34
2657,BYU,2022-08-14,2022-09-21,38,Sunday,77704,GBP,4492,499999,43637,0.008984017968035937,9.714381121994657,0.0872741745483491,35-55,F,lisa54,ohoffman@example.com,Jessica Brown,F,81
2658,GRZ,2023-12-26,2024-01-15,20,Tuesday,25994,GBP,31825,500004,5984,0.06364949080407356,0.18802827965435978,0.011967904256765945,20-35,F,lisa54,ohoffman@example.com,Jessica Brown,F,81
2659,BYU,2022-06-08,2023-02-12,249,Wednesday,703389,EUR,50416,499999,496864,0.10083220166440333,9.85528403681371,0.9937299874599749,45-50,M,teresa06,kwalker@example.net,David Smith,M,49
2660,KTR,2024-02-23,2025-01-25,337,Friday,915988,USD,14126,500005,295690,0.02825171748282517,20.93232337533626,0.5913740862591375,25-50,B,teresa06,kwalker@example.net,David Smith,M,49
2661,GRZ,2023-08-21,2024-06-14,298,Monday,416243,GBP,39951,500000,368006,0.079902,9.211434006658155,0.736012,30-55,F,teresa06,kwalker@example.net,David Smith,M,49
2662,GRZ,2022-08-26,2024-06-16,660,Friday,420425,USD,12893,500000,111983,0.025786,8.685565810905143,0.223966,20-35,F,teresa06,kwalker@example.net,David Smith,M,49
2663,KTR,2022-09-12,2024-05-30,626,Monday,374088,EUR,37068,499997,170374,0.0741364448186689,4.596255530376605,0.340750044500267,35-60,M,teresa06,kwalker@example.net,David Smith,M,49
2664,AKX,2022-08-27,2024-01-28,519,Saturday,939160,GBP,19329,499999,747763,0.03865807731615463,38.68606756686844,1.495528991057982,35-50,M,teresa06,kwalker@example.net,David Smith,M,49
2665,AKX,2023-02-13,2024-08-04,538,Monday,734985,GBP,20175,499999,176285,0.0403500807001614,8.737794299876084,0.35257070514141026,40-65,F,robert39,mary28@example.org,Jake Webb,M,60
2666,AKX,2022-08-23,2024-07-24,701,Tuesday,35693,GBP,69949,500001,275,0.1398977202045596,0.003931435760339676,0.0005499989000022,20-25,B,robert39,mary28@example.org,Jake Webb,M,60
2667,AKX,2023-02-28,2023-05-11,72,Tuesday,608078,USD,45415,500000,596440,0.09083,13.133105802047782,1.19288,30-50,F,robert39,mary28@example.org,Jake Webb,M,60
2668,KTR,2024-01-24,2026-01-06,713,Wednesday,415553,USD,79113,500000,49359,0.158226,0.6239050472109514,0.098718,25-45,F,robert39,mary28@example.org,Jake Webb,M,60
2669,AKX,2024-01-01,2025-08-21,598,Monday,269844,GBP,86075,500000,230867,0.17215,2.682160906186465,0.461734,30-50,F,robert39,mary28@example.org,Jake Webb,M,60
2670,BYU,2022-09-09,2024-01-25,503,Friday,249462,EUR,34680,499998,85826,0.06936027744110976,2.47479815455594,0.17165268661074645,20-25,F,robert39,mary28@example.org,Jake Webb,M,60
2671,GRZ,2023-04-12,2023-05-15,33,Wednesday,817962,GBP,43907,499999,426650,0.08781417562835125,9.717129387113673,0.8533017066034132,25-50,B,robert39,mary28@example.org,Jake Webb,M,60
2672,KTR,2024-04-13,2025-09-22,527,Saturday,897522,EUR,75906,500001,769176,0.15181169637660724,10.133270097225516,1.5383489233021534,25-40,M,susanjohnson,christine39@example.org,Brian Roach,M,83
2673,AKX,2024-01-05,2025-07-25,567,Friday,383263,USD,12152,500001,189193,0.024303951392097217,15.568877551020408,0.37838524322951356,30-55,F,susanjohnson,christine39@example.org,Brian Roach,M,83
2674,BYU,2023-12-06,2025-08-10,613,Wednesday,70823,USD,25839,500002,22452,0.051677793288826844,0.8689190758156276,0.04490382038471846,45-70,B,susanjohnson,christine39@example.org,Brian Roach,M,83
2675,GRZ,2024-02-20,2025-11-22,641,Tuesday,912666,USD,27123,500000,322457,0.054246,11.888692253806733,0.644914,25-30,M,susanjohnson,christine39@example.org,Brian Roach,M,83
2676,BYU,2023-02-03,2023-06-29,146,Friday,843056,EUR,9266,499998,762841,0.018532074128296515,82.3268940211526,1.525688102752411,30-35,M,adkinsrebecca,vasquezdaniel@example.org,Kelsey Kim,F,28
2677,KTR,2024-01-01,2024-03-16,75,Monday,559250,GBP,37857,499998,3365,0.07571430285721142,0.08888712787595425,0.00673002692010768,20-45,M,adkinsrebecca,vasquezdaniel@example.org,Kelsey Kim,F,28
2678,KTR,2024-02-23,2025-10-11,596,Friday,274014,EUR,26842,500002,139231,0.05368378526485894,5.1870575963042995,0.27846088615645537,20-25,B,adkinsrebecca,vasquezdaniel@example.org,Kelsey Kim,F,28
2679,GRZ,2022-06-27,2023-04-28,305,Monday,27528,USD,55188,500001,5724,0.1103757792484415,0.10371819960861056,0.011447977104045793,40-55,B,adkinsrebecca,vasquezdaniel@example.org,Kelsey Kim,F,28
2680,GRZ,2022-07-31,2024-06-07,677,Sunday,834122,USD,68262,499998,389826,0.1365245460981844,5.710732178957546,0.7796551186204744,25-50,F,karen87,michaelstanton@example.com,Melinda Frazier,F,66
2681,KTR,2022-07-25,2023-05-20,299,Monday,97249,GBP,20012,500001,4486,0.0400239199521601,0.22416550069958024,0.008971982056035888,25-40,M,karen87,michaelstanton@example.com,Melinda Frazier,F,66
2682,GRZ,2023-08-13,2024-09-10,394,Sunday,2671,GBP,37659,500002,336,0.07531769872920509,0.008922169999203377,0.000671997312010752,45-55,M,karen87,michaelstanton@example.com,Melinda Frazier,F,66
2683,GRZ,2024-04-12,2025-05-30,413,Friday,877237,GBP,13574,500003,262861,0.027147837112977323,19.365036098423456,0.5257188456869258,25-30,B,karen87,michaelstanton@example.com,Melinda Frazier,F,66
2684,KTR,2023-10-10,2024-04-21,194,Tuesday,775694,GBP,13764,499999,266982,0.027528055056110112,19.397122929380995,0.5339650679301359,45-65,F,karen87,michaelstanton@example.com,Melinda Frazier,F,66
2685,KTR,2023-02-23,2024-01-03,314,Thursday,831043,GBP,19870,500002,232847,0.03973984104063584,11.71852038248616,0.4656921372314511,40-60,F,karen87,michaelstanton@example.com,Melinda Frazier,F,66
2686,BYU,2022-07-22,2024-05-23,671,Friday,22296,EUR,17291,499997,18644,0.03458220749324496,1.0782487999537331,0.037288223729342374,25-50,B,qwest,smithhannah@example.org,Melissa Fernandez,F,76
2687,BYU,2022-05-22,2024-01-03,591,Sunday,614309,GBP,10054,499999,99877,0.020108040216080432,9.934056097075791,0.19975439950879903,35-45,M,qwest,smithhannah@example.org,Melissa Fernandez,F,76
2688,BYU,2022-05-01,2023-11-09,557,Sunday,50825,EUR,24700,499997,38489,0.04940029640177841,1.5582591093117408,0.07697846187077123,30-45,B,qwest,smithhannah@example.org,Melissa Fernandez,F,76
2689,KTR,2023-06-17,2023-07-02,15,Saturday,330005,GBP,25096,500000,81944,0.050192,3.2652215492508767,0.163888,30-55,F,qwest,smithhannah@example.org,Melissa Fernandez,F,76
2690,KTR,2023-07-03,2023-09-03,62,Monday,105007,GBP,75481,500001,30592,0.15096169807660384,0.40529404750864456,0.06118387763224473,30-35,M,qwest,smithhannah@example.org,Melissa Fernandez,F,76
2691,KTR,2023-02-07,2023-12-09,305,Tuesday,850634,GBP,50879,500002,582872,0.10175759296962812,11.456042768136166,1.1657393370426519,40-60,B,qwest,smithhannah@example.org,Melissa Fernandez,F,76
2692,KTR,2023-06-03,2024-06-02,365,Saturday,420323,GBP,92307,500000,90874,0.184614,0.98447571690121,0.181748,40-60,F,qwest,smithhannah@example.org,Melissa Fernandez,F,76
2693,AKX,2022-06-28,2022-08-12,45,Tuesday,76068,GBP,23677,499999,60555,0.047354094708189416,2.557545297123791,0.12111024222048444,35-50,F,qwest,smithhannah@example.org,Melissa Fernandez,F,76
